"No","Title_en","OctetNo","Contents_en","Note_en","Status"
1687.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see code table 4.2)","Operational"
1688.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","12-13","Input process identifier","(see Note 1)","Operational"
1689.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","14-15","Input originating centre","(see common code table C-11 and Note 2)","Operational"
1690.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","16","Type of post-processing","(see Note 3)","Operational"
1691.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","17","Type of generating process","(see code table 4.3)","Operational"
1692.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","18","Background generating process identifier (defined by originating centre)",,"Operational"
1693.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","19","Forecast generating process identifier (defined by originating centre)",,"Operational"
1694.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","20-21","Hours after reference time of data cut-off","(see Note 4)","Operational"
1695.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","22","Minutes after reference time of data cut-off",,"Operational"
1696.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","23","Indicator of unit of time range","(see code table 4.4)","Operational"
1697.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","24-27","Forecast time in units defined by octet 23",,"Operational"
1698.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","28","Type of first fixed surface","(see code table 4.5)","Operational"
1699.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","29","Scale factor of first fixed surface",,"Operational"
1700.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","30-33","Scaled value of first fixed surface",,"Operational"
1701.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","34","Type of second fixed surface","(see code table 4.5)","Operational"
1702.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","35","Scale factor of second fixed surface",,"Operational"
1703.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","36-39","Scaled value of second fixed surface",,"Operational"
1704.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","40","Type of ensemble forecast","(see code table 4.6)","Operational"
1705.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","41","Perturbation number",,"Operational"
1706.00,"Product definition template 4.71 - post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time","42","Number of forecasts in ensemble",,"Operational"
1707.00,"Product definition template 4.72 - post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","10","Parameter category","(see code table 4.1)","Operational"
