row #,codeTable,template,octet,noteAppliesTo,noteID-PDF,noteGitHub,myComment
1447,4.4,GRIB2_Template_4_46_ProductDefinitionTemplate_en,67,octet,n/a,(see Code table 4.4),
1450,4.1,GRIB2_Template_4_47_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1451,4.2,GRIB2_Template_4_47_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1452,4.3,GRIB2_Template_4_47_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1453,4.233,GRIB2_Template_4_47_ProductDefinitionTemplate_en,13-14,octet,n/a,(see Code table 4.233),
1454,4.91,GRIB2_Template_4_47_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1456,4.4,GRIB2_Template_4_47_ProductDefinitionTemplate_en,31,octet,n/a,(see Code table 4.4),
1458,4.5,GRIB2_Template_4_47_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.5),
1459,4.5,GRIB2_Template_4_47_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.5),
1460,4.6,GRIB2_Template_4_47_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.6),
1461,4.1,GRIB2_Template_4_47_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.10),
1462,4.11,GRIB2_Template_4_47_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.11),
1463,4.4,GRIB2_Template_4_47_ProductDefinitionTemplate_en,65,octet,n/a,(see Code table 4.4),
1464,4.4,GRIB2_Template_4_47_ProductDefinitionTemplate_en,70,octet,n/a,(see Code table 4.4),
1467,4.1,GRIB2_Template_4_48_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1468,4.2,GRIB2_Template_4_48_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1470,4.91,GRIB2_Template_4_48_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1471,4.91,GRIB2_Template_4_48_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.91),
1472,4.3,GRIB2_Template_4_48_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.3),
1474,4.4,GRIB2_Template_4_48_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.4),
1475,4.5,GRIB2_Template_4_48_ProductDefinitionTemplate_en,47,octet,n/a,(see Code table 4.5),
1476,4.5,GRIB2_Template_4_48_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.5),
1477,4.1,GRIB2_Template_4_49_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1478,4.2,GRIB2_Template_4_49_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1480,4.91,GRIB2_Template_4_49_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.91),
1481,4.91,GRIB2_Template_4_49_ProductDefinitionTemplate_en,25,octet,n/a,(see Code table 4.91),
1482,4.3,GRIB2_Template_4_49_ProductDefinitionTemplate_en,36,octet,n/a,(see Code table 4.3),
1484,4.4,GRIB2_Template_4_49_ProductDefinitionTemplate_en,42,octet,n/a,(see Code table 4.4),
1485,4.5,GRIB2_Template_4_49_ProductDefinitionTemplate_en,47,octet,n/a,(see Code table 4.5),
1486,4.5,GRIB2_Template_4_49_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.5),
1487,4.6,GRIB2_Template_4_49_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.6),
1488,4.1,GRIB2_Template_4_51_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1489,4.2,GRIB2_Template_4_51_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1490,4.3,GRIB2_Template_4_51_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1492,4.4,GRIB2_Template_4_51_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1493,4.5,GRIB2_Template_4_51_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1494,4.5,GRIB2_Template_4_51_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1495,4.91,GRIB2_Template_4_51_ProductDefinitionTemplate_en,(37+12(i-1)),octet,n/a,(see Code table 4.91),
1496,4.1,GRIB2_Template_4_53_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1497,4.2,GRIB2_Template_4_53_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2 and Notes 2 and 3),
1503,4.PTN,GRIB2_Template_4_53_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,n/aa,(see Code table 4.PTN and Note 1),typo?
1505,4.PTN,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,n/a,(see Code table 4.PTN and Note 3),
1507,4.3,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(16+2NP),octet,n/a,(see Code table 4.3),
1509,4.4,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(22+2NP),octet,n/a,(see Code table 4.4),
1510,4.5,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(27+2NP),octet,n/a,(see Code table 4.5),
1511,4.5,GRIB2_Template_4_53_ProductDefinitionTemplate_en,(33+2NP),octet,n/a,(see Code table 4.5),
1512,4.1,GRIB2_Template_4_54_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1513,4.2,GRIB2_Template_4_54_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2 and Notes 2 and 3),
1519,4.PTN,GRIB2_Template_4_54_ProductDefinitionTemplate_en,14-(14+2NP-1),octet,n/a,(see Code table 4.PTN and Note 1),typo?
1521,4.PTN,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(14+2NP)-(15+2NP),octet,n/a,(see Code table 4.PTN and Note 3),typo?
1523,4.3,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(16+2NP),octet,n/a,(see Code table 4.3),
1525,4.4,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(22+2NP),octet,n/a,(see Code table 4.4),
1526,4.5,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(27+2NP),octet,n/a,(see Code table 4.5),
1527,4.5,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(33+2NP),octet,n/a,(see Code table 4.5),
1528,4.6,GRIB2_Template_4_54_ProductDefinitionTemplate_en,(39+2NP),octet,n/a,(see Code table 4.6),
1529,4.1,GRIB2_Template_4_55_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1530,4.2,GRIB2_Template_4_55_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1531,4.242,GRIB2_Template_4_55_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1538,4.241,GRIB2_Template_4_55_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.241 and Note 1), code table 4.241 not referenced in manual
1540,4.3,GRIB2_Template_4_55_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1542,4.4,GRIB2_Template_4_55_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1543,4.5,GRIB2_Template_4_55_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1544,4.5,GRIB2_Template_4_55_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1545,4.1,GRIB2_Template_4_56_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1546,4.2,GRIB2_Template_4_56_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1547,4.242,GRIB2_Template_4_56_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1554,4.241,GRIB2_Template_4_56_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.241 and Note 1),references note in different template
1556,4.3,GRIB2_Template_4_56_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1558,4.4,GRIB2_Template_4_56_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1559,4.5,GRIB2_Template_4_56_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1560,4.5,GRIB2_Template_4_56_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1561,4.1,GRIB2_Template_4_57_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1562,4.2,GRIB2_Template_4_57_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1563,4.23,GRIB2_Template_4_57_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1565,4.24,GRIB2_Template_4_57_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240),
1566,4.3,GRIB2_Template_4_57_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1568,4.4,GRIB2_Template_4_57_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1569,4.5,GRIB2_Template_4_57_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1570,4.5,GRIB2_Template_4_57_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1572,4.1,GRIB2_Template_4_58_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1573,4.2,GRIB2_Template_4_58_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1574,4.23,GRIB2_Template_4_58_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1576,4.24,GRIB2_Template_4_58_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240),
1577,4.3,GRIB2_Template_4_58_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1579,4.4,GRIB2_Template_4_58_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1580,4.5,GRIB2_Template_4_58_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1581,4.5,GRIB2_Template_4_58_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1582,4.6,GRIB2_Template_4_58_ProductDefinitionTemplate_en,44+5Np,octet,n/a,(see Code table 4.6),
1584,4.1,GRIB2_Template_4_59_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1585,4.2,GRIB2_Template_4_59_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1586,4.242,GRIB2_Template_4_59_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1594,4.3,GRIB2_Template_4_59_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1596,4.4,GRIB2_Template_4_59_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1597,4.5,GRIB2_Template_4_59_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1598,4.5,GRIB2_Template_4_59_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1599,4.6,GRIB2_Template_4_59_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.6),
1600,4.1,GRIB2_Template_4_60_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1601,4.2,GRIB2_Template_4_60_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1602,4.3,GRIB2_Template_4_60_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1604,4.4,GRIB2_Template_4_60_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1605,4.5,GRIB2_Template_4_60_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1606,4.5,GRIB2_Template_4_60_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1607,4.6,GRIB2_Template_4_60_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.6),
1609,4.1,GRIB2_Template_4_61_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1610,4.2,GRIB2_Template_4_61_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1611,4.3,GRIB2_Template_4_61_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.3),
1613,4.4,GRIB2_Template_4_61_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.4),
1615,4.5,GRIB2_Template_4_61_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.5),
1616,4.5,GRIB2_Template_4_61_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1617,4.6,GRIB2_Template_4_61_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.6),
1619,4.1,GRIB2_Template_4_61_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.10),
1620,4.11,GRIB2_Template_4_61_ProductDefinitionTemplate_en,58,octet,n/a,(see Code table 4.11),
1621,4.4,GRIB2_Template_4_61_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.4),
1622,4.4,GRIB2_Template_4_61_ProductDefinitionTemplate_en,64,octet,n/a,(see Code table 4.4),
1625,4.1,GRIB2_Template_4_62_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1626,4.2,GRIB2_Template_4_62_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1627,4.242,GRIB2_Template_4_62_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1635,4.3,GRIB2_Template_4_62_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1637,4.4,GRIB2_Template_4_62_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1639,4.5,GRIB2_Template_4_62_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1640,4.5,GRIB2_Template_4_62_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1641,4.1,GRIB2_Template_4_62_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.10),
1642,4.11,GRIB2_Template_4_62_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.11),
1643,4.4,GRIB2_Template_4_62_ProductDefinitionTemplate_en,55,octet,n/a,(see Code table 4.4),
1644,4.4,GRIB2_Template_4_62_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.4),
1647,4.1,GRIB2_Template_4_63_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1648,4.2,GRIB2_Template_4_63_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1649,4.242,GRIB2_Template_4_63_ProductDefinitionTemplate_en,12,octet,n/a,(see Code table 4.242),
1657,4.3,GRIB2_Template_4_63_ProductDefinitionTemplate_en,18,octet,n/a,(see Code table 4.3),
1659,4.4,GRIB2_Template_4_63_ProductDefinitionTemplate_en,24,octet,n/a,(see Code table 4.4),
1661,4.5,GRIB2_Template_4_63_ProductDefinitionTemplate_en,29,octet,n/a,(see Code table 4.5),
1662,4.5,GRIB2_Template_4_63_ProductDefinitionTemplate_en,35,octet,n/a,(see Code table 4.5),
1663,4.6,GRIB2_Template_4_63_ProductDefinitionTemplate_en,41,octet,n/a,(see Code table 4.6),
1664,4.1,GRIB2_Template_4_63_ProductDefinitionTemplate_en,56,octet,n/a,(see Code table 4.10),
1665,4.11,GRIB2_Template_4_63_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.11),
1666,4.4,GRIB2_Template_4_63_ProductDefinitionTemplate_en,58,octet,n/a,(see Code table 4.4),
1667,4.4,GRIB2_Template_4_63_ProductDefinitionTemplate_en,63,octet,n/a,(see Code table 4.4),
1670,4.1,GRIB2_Template_4_67_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1671,4.2,GRIB2_Template_4_67_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1672,4.23,GRIB2_Template_4_67_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1674,4.24,GRIB2_Template_4_67_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240 and Note 2),
1676,4.3,GRIB2_Template_4_67_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1678,4.4,GRIB2_Template_4_67_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1680,4.5,GRIB2_Template_4_67_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1681,4.5,GRIB2_Template_4_67_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1682,4.1,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(56+5Np),octet,n/a,(see Code table 4.10),
1683,4.11,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(57+5Np),octet,n/a,(see Code table 4.11),
1684,4.4,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(58+5Np),octet,n/a,(see Code table 4.4),
1685,4.4,GRIB2_Template_4_67_ProductDefinitionTemplate_en,(63+5Np),octet,n/a,(see Code table 4.4),
1688,4.1,GRIB2_Template_4_68_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1689,4.2,GRIB2_Template_4_68_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1690,4.23,GRIB2_Template_4_68_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1692,4.24,GRIB2_Template_4_68_ProductDefinitionTemplate_en,18-19,octet,n/a,(see Code table 4.240 and Note 2),
1694,4.3,GRIB2_Template_4_68_ProductDefinitionTemplate_en,21+5Np,octet,n/a,(see Code table 4.3),
1696,4.4,GRIB2_Template_4_68_ProductDefinitionTemplate_en,27+5Np,octet,n/a,(see Code table 4.4),
1698,4.5,GRIB2_Template_4_68_ProductDefinitionTemplate_en,32+5Np,octet,n/a,(see Code table 4.5),
1699,4.5,GRIB2_Template_4_68_ProductDefinitionTemplate_en,38+5Np,octet,n/a,(see Code table 4.5),
1700,4.6,GRIB2_Template_4_68_ProductDefinitionTemplate_en,44+5Np,octet,n/a,(see Code table 4.6),
1701,4.1,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(59+5Np),octet,n/a,(see Code table 4.10),
1702,4.11,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(60+5Np),octet,n/a,(see Code table 4.11),
1703,4.4,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(61+5Np),octet,n/a,(see Code table 4.4),
1704,4.4,GRIB2_Template_4_68_ProductDefinitionTemplate_en,(66+5Np),octet,n/a,(see Code table 4.4),
1707,4.1,GRIB2_Template_4_70_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1708,4.2,GRIB2_Template_4_70_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1713,4.3,GRIB2_Template_4_70_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1715,4.4,GRIB2_Template_4_70_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1716,4.5,GRIB2_Template_4_70_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1717,4.5,GRIB2_Template_4_70_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1718,4.1,GRIB2_Template_4_71_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1719,4.2,GRIB2_Template_4_71_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1724,4.3,GRIB2_Template_4_71_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1726,4.4,GRIB2_Template_4_71_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1727,4.5,GRIB2_Template_4_71_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1728,4.5,GRIB2_Template_4_71_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1729,4.6,GRIB2_Template_4_71_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.6),
1730,4.1,GRIB2_Template_4_72_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1731,4.2,GRIB2_Template_4_72_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1736,4.3,GRIB2_Template_4_72_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1738,4.4,GRIB2_Template_4_72_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1740,4.5,GRIB2_Template_4_72_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1741,4.5,GRIB2_Template_4_72_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1742,4.1,GRIB2_Template_4_72_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.10),
1743,4.11,GRIB2_Template_4_72_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.11),
1744,4.4,GRIB2_Template_4_72_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.4),
1745,4.4,GRIB2_Template_4_72_ProductDefinitionTemplate_en,59,octet,n/a,(see Code table 4.4),
1748,4.1,GRIB2_Template_4_73_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1749,4.2,GRIB2_Template_4_73_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1754,4.3,GRIB2_Template_4_73_ProductDefinitionTemplate_en,17,octet,n/a,(see Code table 4.3),
1756,4.4,GRIB2_Template_4_73_ProductDefinitionTemplate_en,23,octet,n/a,(see Code table 4.4),
1758,4.5,GRIB2_Template_4_73_ProductDefinitionTemplate_en,28,octet,n/a,(see Code table 4.5),
1759,4.5,GRIB2_Template_4_73_ProductDefinitionTemplate_en,34,octet,n/a,(see Code table 4.5),
1760,4.6,GRIB2_Template_4_73_ProductDefinitionTemplate_en,40,octet,n/a,(see Code table 4.6),
1761,4.1,GRIB2_Template_4_73_ProductDefinitionTemplate_en,55,octet,n/a,(see Code table 4.10),
1762,4.11,GRIB2_Template_4_73_ProductDefinitionTemplate_en,56,octet,n/a,(see Code table 4.11),
1763,4.4,GRIB2_Template_4_73_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.4),
1764,4.4,GRIB2_Template_4_73_ProductDefinitionTemplate_en,62,octet,n/a,(see Code table 4.4),
1767,4.1,GRIB2_Template_4_76_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1768,4.2,GRIB2_Template_4_76_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1769,4.23,GRIB2_Template_4_76_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1770,4.238,GRIB2_Template_4_76_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1771,4.3,GRIB2_Template_4_76_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1773,4.4,GRIB2_Template_4_76_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1774,4.5,GRIB2_Template_4_76_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1775,4.5,GRIB2_Template_4_76_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1776,4.1,GRIB2_Template_4_77_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1777,4.2,GRIB2_Template_4_77_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1778,4.23,GRIB2_Template_4_77_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1779,4.238,GRIB2_Template_4_77_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1780,4.3,GRIB2_Template_4_77_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1782,4.4,GRIB2_Template_4_77_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1783,4.5,GRIB2_Template_4_77_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1784,4.5,GRIB2_Template_4_77_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1785,4.6,GRIB2_Template_4_77_ProductDefinitionTemplate_en,38,octet,n/a,(see Code table 4.6),
1786,4.1,GRIB2_Template_4_78_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1787,4.2,GRIB2_Template_4_78_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1788,4.23,GRIB2_Template_4_78_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1789,4.238,GRIB2_Template_4_78_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1790,4.3,GRIB2_Template_4_78_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1792,4.4,GRIB2_Template_4_78_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1794,4.5,GRIB2_Template_4_78_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1795,4.5,GRIB2_Template_4_78_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1796,4.1,GRIB2_Template_4_78_ProductDefinitionTemplate_en,50,octet,n/a,(see Code table 4.10),
1797,4.11,GRIB2_Template_4_78_ProductDefinitionTemplate_en,51,octet,n/a,(see Code table 4.11),
1798,4.4,GRIB2_Template_4_78_ProductDefinitionTemplate_en,52,octet,n/a,(see Code table 4.4),
1799,4.4,GRIB2_Template_4_78_ProductDefinitionTemplate_en,57,octet,n/a,(see Code table 4.4),
1802,4.1,GRIB2_Template_4_79_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1803,4.2,GRIB2_Template_4_79_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1804,4.23,GRIB2_Template_4_79_ProductDefinitionTemplate_en,12-13,octet,n/a,(see Code table 4.230),
1805,4.238,GRIB2_Template_4_79_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1806,4.3,GRIB2_Template_4_79_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.3),
1808,4.4,GRIB2_Template_4_79_ProductDefinitionTemplate_en,21,octet,n/a,(see Code table 4.4),
1810,4.5,GRIB2_Template_4_79_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.5),
1811,4.5,GRIB2_Template_4_79_ProductDefinitionTemplate_en,32,octet,n/a,(see Code table 4.5),
1812,4.6,GRIB2_Template_4_79_ProductDefinitionTemplate_en,38,octet,n/a,(see Code table 4.6),
1813,4.1,GRIB2_Template_4_79_ProductDefinitionTemplate_en,53,octet,n/a,(see Code table 4.10),
1814,4.11,GRIB2_Template_4_79_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.11),
1815,4.4,GRIB2_Template_4_79_ProductDefinitionTemplate_en,55,octet,n/a,(see Code table 4.4),
1816,4.4,GRIB2_Template_4_79_ProductDefinitionTemplate_en,60,octet,n/a,(see Code table 4.4),
1819,4.1,GRIB2_Template_4_80_ProductDefinitionTemplate_en,10,octet,n/a,(see Code table 4.1),
1820,4.2,GRIB2_Template_4_80_ProductDefinitionTemplate_en,11,octet,n/a,(see Code table 4.2),
1822,4.238,GRIB2_Template_4_80_ProductDefinitionTemplate_en,14,octet,n/a,(see Code table 4.238),
1823,4.91,GRIB2_Template_4_80_ProductDefinitionTemplate_en,15,octet,n/a,(see Code table 4.91),
1824,4.91,GRIB2_Template_4_80_ProductDefinitionTemplate_en,26,octet,n/a,(see Code table 4.91),
1825,4.3,GRIB2_Template_4_80_ProductDefinitionTemplate_en,37,octet,n/a,(see Code table 4.3),
1827,4.4,GRIB2_Template_4_80_ProductDefinitionTemplate_en,43,octet,n/a,(see Code table 4.4),
1828,4.5,GRIB2_Template_4_80_ProductDefinitionTemplate_en,48,octet,n/a,(see Code table 4.5),
1829,4.5,GRIB2_Template_4_80_ProductDefinitionTemplate_en,54,octet,n/a,(see Code table 4.5),
