"No","Title_en","SubTitle_en","CodeFlag","Value","MeaningParameterDescription_en","Note_en","UnitComments_en","Status"
540.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","1",,"Net short-wave radiation flux (top of atmosphere)","*","W m-2","Deprecated"
541.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","2",,"Short-wave radiation flux","*","W m-2","Deprecated"
542.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","3",,"Global radiation flux",,"W m-2","Operational"
543.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","4",,"Brightness temperature",,"K","Operational"
544.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","5",,"Radiance (with respect to wave number)",,"W m-1 sr-1","Operational"
545.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","6",,"Radiance (with respect to wave length)",,"W m-3 sr-1","Operational"
546.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","7",,"Downward short-wave radiation flux",,"W m-2","Operational"
547.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","8",,"Upward short-wave radiation flux",,"W m-2","Operational"
548.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","9",,"Net short wave radiation flux",,"W m-2","Operational"
549.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","10",,"Photosynthetically active radiation",,"W m-2","Operational"
550.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","11",,"Net short-wave radiation flux, clear sky",,"W m-2","Operational"
551.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","12",,"Downward UV radiation",,"W m-2","Operational"
552.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","13-49",,"Reserved",,,"Operational"
553.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","50",,"UV index (under clear sky)","**","Numeric","Operational"
554.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","51",,"UV index","**","Numeric","Operational"
555.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","52-191",,"Reserved",,,"Operational"
556.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","192-254",,"Reserved for local use",,,"Operational"
557.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 4: short-wave radiation","255",,"Missing",,,"Operational"
558.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","0",,"Net long-wave radiation flux (surface)","*","W m-2","Deprecated"
559.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","1",,"Net long-wave radiation flux (top of atmosphere)","*","W m-2","Deprecated"
560.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","2",,"Long-wave radiation flux","*","W m-2","Deprecated"
561.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","3",,"Downward long-wave radiation flux",,"W m-2","Operational"
562.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","4",,"Upward long-wave radiation flux",,"W m-2","Operational"
563.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","5",,"Net long-wave radiation flux",,"W m-2","Operational"
564.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","6",,"Net long-wave radiation flux, clear sky",,"W m-2","Operational"
565.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","7-191",,"Reserved",,,"Operational"
566.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","192-254",,"Reserved for local use",,,"Operational"
567.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 5: long-wave radiation","255",,"Missing",,,"Operational"
568.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","0",,"Cloud ice",,"kg m-2","Operational"
569.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","1",,"Total cloud cover",,"%","Operational"
570.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","2",,"Convective cloud cover",,"%","Operational"
571.00,"Code table 4.2 - Parameter number by product discipline and parameter category","Product discipline 0 - Meteorological products, parameter category 6: cloud","3",,"Low cloud cover",,"%","Operational"
